charter,membership_eligibility,membership_field,membership_url,timestamp,membership_notes
108,limited,"Kemba Charleston Federal Credit Union was organized in 1935 and received its Federal Charter Organization Certificate on January 16, 1936. We have the distinction of being the first federally-chartered credit union in the state of West Virginia. Over the years we have grown to over $40,000,000.00 in assets, with more than 4600 members.

Our core membership employee group consists of Kroger Co. employees and their families, but we also serve the following select employee groups and financially under-served areas:

Charleston Department Stores
Greg Chandler’s Frame and Body
Goldfarb Electric Supply Company
Employees of UPS who work out of, are advised from, or are paid from So. Charleston, WV
Employees of IGT Corporation who work in, are paid or supervised from Charleston, WV
Employees of Maid To Perfection of Charleston
Employees of Kanawha County Emergency Ambulance Authority who work in or are paid from Charleston, W.V.
Custom Business Associates, Inc.
Renee Nail Spa
Stagg Resource Consultants, Inc.
UFCW Local 347 Office Employees
SweetBriar Retirement Home
Walker Lift / Portman
Sleep Inn of Cross Lanes
Osterman Cotes, MD, PLLC Office Employees
Deaf Education and Advocacy Focus of West Virginia, Inc.
4Most Health Network
T& M Services
Home Sweet Home Care
Russell Insurance Agency
Kaeser Compressors
Tri State Service Center
Employees of Will Jewelry and Loan who work in So. Charleston, W.V.
Employees of FastSigns who work in or are paid from So. Charleston, W.V.
Employees of Chestnut Street Service Center who work in So. Charleston, W.V.
Employees of Bonasa
Employees of YMCA of Kanawha Valley
Emplyees of Enterprise who work in or are paid from Scott Depot
Employees of Pierson Legal Services
Employees of Cunningham Memorial Park
Employees of Lisa Tyree Godwin Insurance Agency
Netranom Comminications, Hurricane
Employees of Elk Family Dentistry
MacCorkle Lavender and Sweeney, PLLC, Charleston
Professional Therapy Services Inc. Charleston
Raines and Woods LLC, Columbus
Employees of Joshua T Hughes Plumbing
Employees of Taylor Contracting
Employees of Samuel E Price, MBA Independent Insurance Agency
Members of Nondenominational Fellowship Pentecostal Ministries of Charleston
Employees of REA of HOPE Fellowship Home
Employees of The Empty Glass
Employees of Al’s Preowned Autos LLC
Employees and members of Sheet Metal Workers International Association Local Union #33

PLUS some who reside, work, worship, attend school, and most business entities in the towns of Dunbar, Institute, and Nitro, WV. Their address zip codes must reflect 25064 – 25112 – 25143 and they must be located in census tracts: 0101.00-0104.00 and 0106.00.",https://www.kembacharlestonfcu.org/about-us/membership/?target=eligibility,2023-10-29 10:47:10.195654,
110,limited,"Italo-American Federal Credit Union has served the Italian-American Community since 1935. We would like to continue its proud tradition and serve the next generation of Italian-Americans in their financial needs. It represents a piece of Italian-American history, if you join us you will help keep this Federal Credit Union alive and viable.",https://www.italoamericanfcu.com/about-us/,2023-10-29 10:55:00.674416,
151,limited,"To become a Member, you or one of your family or household members must have ties to the justice or law enforcement community.",https://www.jfcu.org/Eligibility.html,2023-10-29 11:35:06.695763,
275,limited,"First Century Federal Credit Union was chartered April 11, 1935. Our Charter is a closed Transportation Charter. If you are employed by one of our business members or an immediate family member of a current member you are eligible to become a member owner at First Century.",https://firstcfcu.com/about-us.html,2023-10-30 09:06:44.862168,
287,limited,Anyone who is a current employee or immediate family member of that current employee of the United States Penitentiary at Lewisburg or the Allenwood Federal Prison complex may join.,https://www.usnepfcu.org/aboutus.htm,2023-10-30 09:08:50.62286,
119,limited,"The credit union was charted in 1935 under the National Federal Credit Union Act. It’s original name was Flushing, NY Postal District Federal Credit Union and was assigned charter #119. The credit union was one of many regional Post Office Employee Credit Unions that were established by Post Office Employees to encourage thrift and provide a source for borrowing at lower rates for fellow employees. In the early days, the credit union was run by volunteers and was non-cash until the early 1990’s. Over the years, the name of the credit union changed to reflect the expansion of its postal field of membership through merger of a smaller Postal Credit Union, AMF Kennedy Employees FCU and expansion of Postal Facilities in Queens. 

Today, the credit union is known as Triboro Postal Federal Credit Union and has two locations. The main office is located at the Flushing Postal Facility in Whitestone. A staff of ten, seven Board Members, and three Supervisory Committee members oversee the operations of the credit union.",https://www.tpfcu.net/about-us,2023-10-29 10:57:51.768376,
176,open,[Join via https://supporteducation.org/member/],https://www.esfcu.org/Eligibility,2023-10-29 11:58:01.709747,
135,limited,"People living, working, worshipping or attending school in Douglas, Sarpy or Washington counties in Nebraska, and Pottawattamie or Harrison counties in Iowa.",https://www.omahafcu.org/,2023-10-29 11:27:00.682028,
205,limited,"If you live, work, worship, or attend school in Allegheny, Beaver, or Butler County, then you are eligible for membership.",https://www.allegentfcu.org/membership-information/who-can-join/,2023-10-29 12:11:04.48433,
198,limited,"Since 1935, WRFCU has been serving our members as an independent, federally chartered organization that is owned and directed by its members. WRFCU is a unique depository institution created to exclusively serve BP’s Whiting Refinery employees and their families as a credit cooperative.",https://wrfcu.org/,2023-10-29 12:04:40.484834,
159,open,"We make it incredibly easy to become a member. If you:
work for, are a member, or volunteer at a 3Rivers Partner - a business, nonprofit, or association that offers 3Rivers membership as a benefit to its employees, members, or volunteers
are related or share a household with someone who is a current 3Rivers member
are related to or share a household with someone who works for, is a member of, or volunteers at one of our 3Rivers Partners
then you qualify to bank with us. It’s that simple!",https://www.3riversfcu.org/about/become-a-member,2023-10-29 11:39:41.904324,Become a member via https://richmondartmuseum.org/membership/
167,limited,"There are several ways to qualify for membership at Dakotaland Federal Credit Union. One way is through our field of membership which includes all those that live, work, worship or attend school in the following counties:

Aurora	Day	Jerauld
Beadle	Deuel	Kingsbury
Brookings	Faulk	Lake
Brown	Grant	McCook
Brule	Hamlin	Miner
Buffalo	Hand	Moody
Clark	Hanson	Sanborn
Codington	Hyde	Spink
Davison	Hughes	Sully",https://www.dakotalandfcu.com/about-us/field-of-membership,2023-10-29 11:51:07.753029,
174,limited,"CAN I BANK AT LOUISIANA FCU?
 

If you live in Southeast Louisiana, chances are, yes! There are three ways to become a member and none of them involve being part of a union.

Step 1
You’re the parent, child, sibling, spouse, grandparent, or roommate of a member or of a business partner employee.
App-Process02
You work for or have retired from one of our business partners. 
Step 3
You live, work, worship, attend school or frequently do business in certain parishes located in Louisiana.",https://www.louisianafcu.org/open-a-louisiana-bank-account,2023-10-29 11:56:32.234805,
199,limited,"Live, work, worship or attend school in one of our 8 counties",https://mbrapp.memberschoicectfcu.org/,2023-10-29 12:06:43.298215,
220,open,"",https://hopecu.org/join/,2023-10-29 12:13:50.641413,
200,limited,"The AT&T Employees Pittsburgh, PA Federal Credit Union was organized by employees of the AT&T Company and Western Electric Company to promote thrift among its members by offering to them a means for making safe and regular investments and to enable members to obtain loans at a reasonable rate of interest for worthwhile purposes.",http://attpghfcu.com/new/?page_id=13,2023-10-29 12:08:57.55883,
227,open,PenFed membership is open to everyone,https://www.penfed.org/member-benefits,2023-10-29 12:23:39.438411,
240,limited,Our Current Field of Membership (how you can be eligible to open an account/join the credit union) is based on employment in the public safety fields (appointed officials of the western Pennsylvania municipalities and boroughs). Members of the Fraternal Order of Police #1 and #91 are also eligible.,https://www.pittsburghpolicefcu.com/about?membership,2023-10-29 23:38:27.058197,
234,limited,"In April 1, 1935 the Pittsburgh Fireman's FCU opened its doors to all City Of Pittsburgh Firefighters & their families. On April 11, 1988 the credit union was granted permission from the NCUA to change its name to the Pittsburgh Firefighters' FCU. We hope to continue to grow by adding more Firefighter’s & EMS to our family through extending membership to all Paid and VFD/EMS companies located within Allegheny County.  Membership must be requested in writing and approved before membership can be granted.",https://www.pghffcu.org/about-us-1,2023-10-29 23:37:00.776531,
224,open,"Anyone who lives, works, worships, or attends school in the prescribed underserved communities of Mississippi’s Hinds, Madison, Rankin, Simpson, Copiah, Scott, Leake, or Yazoo Counties
Members of Friends of the Children’s Hospital in Flowood, Mississippi
Members of Jackson State National Alumni Association, Inc., in Jackson, Mississippi
Magnolia FCU members family members are eligible to join too, including your spouse, parents, brothers, sisters, grandparents, children, and even grandchildren.
Employees of this credit union
Volunteers in the community",https://magfedcu.org/about/about-magnolia/,2023-10-29 12:19:29.210588,Become a member of Friends of the Children's Hospital at https://friendsofch.org/support/become-a-friend/
242,limited,"Gulf Coast Community Federal Credit Union membership is open to anyone who lives, works, worships, or attends school in Harrison or Hancock County. Members' immediate family are also eligible to join — including spouses, children, siblings, parents, grandparents, grandchildren, stepparents, stepchildren, stepsiblings, and adoptive family members, or anyone who helps maintain the household of an existing member.",https://www.gulfcoastcommunityfcu.com/about-us/become-a-member.html,2023-10-30 00:49:42.763632,
258,limited,"Who can join?
- A uniformed Houston Fire Department Firefighter or
- An employee of Houston Firefighters' Relief And Retirement Fund or
- An employee of Houston Texas Fire Fighters Federal Credit Union or
- An eligible relative of any of the above.",https://www.htfffcu.org/become-a-member,2023-10-30 08:26:30.361361,
266,limited,"We serve employees of the Library of Congress, Library of Congress volunteers, researchers and scholars. We also serve employees of companies who choose to make membership in Library of Congress Federal Credit Union an employee benefit and retirees, pensioners or annuitants of participating employers.",https://www.lcfcu.org/home/join/join-now,2023-10-30 08:58:47.534778,
274,limited,"Area Federal Credit Union welcomes anyone who lives, works, worships or attends school in Brown, Codington, Day, Edmunds, Spink, and Walworth County to become a member.",https://forms.joinmycu.com/mop/149/newmember/promotional,2023-10-30 09:02:48.476876,
2643,limited,Employees and retirees of Lincoln Public Schools.,http://www.lpscu.com,2025-12-30 11:28:46.490828,
288,limited,"Field of Membership:
- Employees of the Veterans Administration Medical and Regional Office Center who work in or are supervised from Fargo, North Dakota.
- Veterans Service Officers, State Representatives of the Department of Veterans Affairs and their secretaries whose offices are located in Fargo, North Dakota or Moorhead, Minnesota
- Employees of the University of  North Dakota who work at the University of North Dakota Medical Education Center located at the VA Medical Center in Fargo, North Dakota
- Employees of this credit union
- Persons retired as pensioners or annuitants from the above employment
- Spouses of persons who died while within the field of membership of this credit union
- Volunteers
- Members of their immediate families or households; and organizations of such persons
- Immediate Family – includes spouse, parent, child, sibling, grandparent and grandchildren, including step and adoptive relatives
- Household – includes persons living in the same residence maintaining a single economic unit, including partners, roommates, family members and legal guardian relationships.  Excluding persons who live temporarily in a residence (visitors), fraternities, sororities, condo complexes and boarding houses
- Members of the Arthur W. Jones VFW Post No. 7564 in West Fargo, ND
- Members of the Francis J. Beaton Disabled Veterans Chapter #1 in Fargo, ND
- Members of the Roy Chandler VFW Post No. 762 in Fargo, ND",https://www.fargovafcu.org/about-us/membership,2023-10-30 09:10:59.565909,
511,limited,"You are eligible to join BFG Federal Credit Union if:

You live, work, worship, volunteer, or attend school in Summit County, Ohio.
You are an ""Immediate Family Member"" or live in the same ""Household"" of an existing member or an individual eligible for membership.",https://www.bfgfcu.org/home/about-us/become-a-member,2023-11-07 17:38:58.282699,
444,limited,"SCA Federal Credit Union is open to anyone who lives, works, worships, or attends school in Lawrence County.",https://www.shenangochinafcu.com/,2023-11-06 17:26:31.20614,
340,limited,"You live, work, worship, or go to school in the following counties:
Duval
Clay
St. Johns
Nassau County
Baker County",https://www.radificu.org/open-an-account/#eligibility,2023-11-05 13:52:40.056215,
352,open,Membership with the Prime Time Club $5,https://www.tampabayfederal.com/Join,2023-11-05 13:55:23.037256,
477,limited,"Atlantic Federal Credit Union is open to all of Androscoggin, Cumberland, Sagadahoc and York counties.",https://www.atlanticfcu.com/about/become-a-member.html,2023-11-07 17:28:40.169523,
370,limited,Pennsylvania area,https://www.ppgfcu.org/join-today,2023-11-05 13:59:40.237365,
464,limited,"COMMUNITY MEMBER ELIGIBILITY
Eagle One FCU membership is available to:

Persons who live, work (or regularly conduct business in), worship, or attend school in, and businesses and other legal entities located within specific geographic areas of Philadelphia County, Camden County, Delaware County and New Castle County. 

POSTAL EMPLOYEE ELIGIBILITY
Eagle One FCU proudly serves all Philadelphia District and Lancaster postal employees and retirees, as well as their immediate family members. 

FAMILY MEMBER ELIGIBILITY
Immediate family members of current Eagle One FCU members are eligible for membership, including parents, spouses, children, siblings, grandparents, grandchildren, stepparents, stepchildren, step-siblings. In addition, those who live in the same household are also eligible to join.

SELECT EMPLOYER GROUPS (SEGS) ELIGIBILITY
A SEG is a group of employees that work for a particular company that are eligible to be members of Eagle One FCU as a company benefit to their employees. The following employee groups are eligible for membership:

Philadelphia Gas Works

Plumbers and Pipefitter Local #74

Conlin Corporation

Insulators and Asbestos Worker Local #42

J & N Contractors

Battaglia Corporation

Reavis Flooring

Bar & Dog Associates

Salty Dog

MIGU Press

Employees of the US Postal Service who are supervised from, or are paid from, Harrisburg, Pennsylvania
",https://www.eagleonefcu.org/about-eagle-one,2023-11-06 17:39:43.731378,
378,limited,Membership is open to all employees (and members of their families) of the U.S. Customs and Border Protection and the U.S. Immigration and Customs Enforcement in the state of Florida.,https://www.flcustomsfcu.org/index.php/membership,2023-11-05 14:31:53.381281,
484,limited,"All past and present paid members of the Lynn Fire Department, Swampscott Fire Department, and Nahant Fire Department, and family.",https://lynnffcu.com/eligible.htm,2023-11-07 17:33:16.474836,
479,limited,"At Parkview Community Federal Credit Union, we're open to residents of about 80 cities, boroughs and townships in Allegheny and Westmoreland counties in Western Pennsylvania. You can also join if you live, work, or worship in one of those communities, or if you have a close family member who is a PCFCU member. (All members of Steamfitters Local 449 and Boilermakers Local 154 in Pittsburgh also are eligible.)",https://www.pc-fcu.org/about/membership/,2023-11-07 17:31:20.418626,
383,limited,Our membership is limited only to people within the electric utilities industry (and their families) in the following states: Alabama Arkansas Florida Georgia Kentucky Louisiana Mississippi North Carolina South Carolina Tennessee Virginia,https://cuonthegrid.com/on-the-grid-financial/our-membership/,2023-11-05 14:34:14.176674,
473,open,"... If you are a Friend of the Pearl Library, you can join Rivertrust FCU ...",https://www.rivertrustfcu.com/about/join.php,2023-11-07 11:50:43.917244,
489,limited,"You are eligible to become a member of PrimeTrust Federal Credit Union if you live, work, worship or attend school in Delaware County, Indiana. Businesses and other legal entities located in Delaware County are also eligible to join the Credit Union.",https://www.primetrustcu.com/resources/become-a-member,2023-11-07 17:35:29.716261,
389,limited,"The following individuals are eligible to join COPFCU:

- Police*

- Firefighters*

- Local, state and federal government employees*

- Public school district employees*

- Employees of any organization that receives taxpayer funding or funding from the city, county, state or federal government for its operations.*

- All other public servants in the Greater Cincinnati area*

- Students, parents and alumni of Northwest Local School District

- Students, parents and alumni of Winton Woods City School District

- Family members of current members

*If your eligibility is by occupation (police officer, firefighter, etc.), your employment must be in one of the following counties:

- Ohio: Hamilton, Butler, Warren, Clermont

- Kentucky: Boone, Campbell, Grant & Kenton

- Indiana: Dearborn",https://forms.joinmycu.com/mop/283/mop3/eligibility,2023-11-05 14:51:29.08495,
390,limited,"Membership is open to anyone who Lives, works, worships or attends school in Westmoreland County.",https://elliottfcu.com/about/about-us.html,2023-11-05 23:10:18.302194,
395,limited,"Firefighters and Company Federal Credit Union invites EVERYONE that lives, works, worships, or attends school in Montgomery County, Greene County and Miami County Ohio, to start enjoying a better financial life!",https://www.ffcocu.org/resources/join-us.html,2023-11-06 00:25:12.089349,
376,limited,"We are a closed field of membership open only to employees of Georgia Power, Norfolk Southern Railroad or Golden Foundry.",rmfcu@bellsouth.net,2023-11-05 14:29:20.254655,
435,open,"You can be eligible through DOS affiliation, SEG/Organizational affiliation, family relation, ACC, and more.",https://www.sdfcu.org/membership,2023-11-06 14:41:24.84414,
514,limited,You are eligible for membership in the Ben E. Keith Employees FCU if you are employed by the Ben E. Keith Company,https://www.bekefcu.org/Membership,2023-11-08 13:22:48.629588,
524,limited,The Boston Customs Federal Credit Union serves the employees of the Department of Homeland Security (DHS),https://www.bostoncustomsfcu.org/index.php/membership/membership,2023-11-10 01:25:10.239444,
680,limited,"Any Rochester area state employees and their family members can join - husband, wife, children, grandparents, grandchildren, great-grandchildren - anyone who is related to anyone who is already a member can join!",https://www.rasefcu.org/services,2023-11-10 14:51:54.619152,
528,open,join Community Volunteers of Utah https://www.cvofut.com/,https://utahfirst.com/membership/,2023-11-10 01:30:31.560279,
566,open,"As a consumer, you may be eligible to join our credit union through the American Consumer Council (ACC).",https://nuvisionfederal.com/about-us/am-i-eligible,2023-11-10 09:37:09.671391,
948,open,Donate $10 (one-time donation) to https://www.nmwild.org/become-a-member/ and apply and a Nusenda consultant will work with you to confirm eligibility,None,2023-11-15 17:18:18.9929,
577,limited,"BNSF Railroad employees and immediate family members are eligible to join Member Preferred FCU. Also, anyone who lives, works, worships or goes to school within the red outline on the map to the right is eligible.",https://memberpreferredfcu.com/useful_links/join_us/,2023-11-10 09:39:21.829631,
690,limited,"WHO MAY BECOME A MEMBER?
All employees and retirees in our Field of Membership https://www.casfcu.com/membership/field-of-membership

1.  Children of Primary or Secondary Members, Progressive
2.  Spouses of Primary or Secondary Members, Progressive
3.  Parents of Primary or Secondary Members, No Progression

For example, if you are an employee of a school system, then you are the primary member.  Therefore, your children, spouse, parents, and grandparents (secondary members) are also eligible to join.",https://www.casfcu.com/membership/membership-information,2023-11-10 14:58:00.441053,
606,open,"You're eligible to become a member if:

Your employer is one of our partners.
Over six hundred businesses have partnered with Comtrust to offer credit union membership to their employees.  Contact us today to learn if your employer is one of our Select Employee Groups (SEGs).

Someone in your immediate family is a member, or is eligible to become a member.
If you have a family member (spouse, parent, sibling, cousin, grandparent, grandchild, etc.) who is currently a Comtrust member, or who is eligible to become a member, then you are eligible to join, even if they do not.

You are age 50 or older, or someone in your family is age 50 or older.
Our Golden Age Club was set up to offer Credit Union membership  advantages to anyone age 50 or older, so if you are 50+, then you are eligible to join.  If you are under the age of 50, but someone in your family is 50 or older, you are also eligible to join, even if they do not.",https://www.comtrustfcu.com/join-comtrust/,2023-11-10 09:42:00.217391,
887,limited,"If you live, work, attend school, or worship in Yellowstone, Big Horn, or Carbon Counties, Montana, you’ve found your credit union!  Membership is also open to your family members.",https://www.billingsfcu.org/membership/,2023-11-15 16:51:10.157628,
613,limited,"If you live, work, worship or go to school in Erie County, and can prove US citizenship, you’re eligible for Empire ONE Federal Credit Union membership and access to all of the credit union’s member benefits. Once you join, members of your immediate family may also join and enjoy the full privileges of membership.",https://empireonefcu.org/membership-faqs/,2023-11-10 09:47:10.260569,
716,limited,"Who May Join Bethlehem 1st?

Employees of the following organizations (and their families*) are eligible for membership in the Bethlehem 1st Federal Credit Union:

*Once you become a Credit Union member, you can invite your family members to join. Your entire family including your spouse, children, siblings, parents, grandparents, grandchildren, stepchildren, stepparents, stepsibilings, and adopted children can all become Bethlehem 1st FCU members. You’re welcome to remain a credit union member for life, regardless of whether you change jobs, move, or retire.

Educational Institutions:
- Allentown (PA) Diocese Schools
- Bethlehem (PA) Area Board of School Directors
- Bethlehem (PA) Area School District
- Bethlehem (PA) Area Vocational-Technical School
- Bethlehem (PA) Christian School
- Bethlehem Catholic High School
- Lehigh University
- Lehigh Valley Academy Regional Charter School
- Lehigh Valley Charter High School for the Arts
- Lehigh Valley Christian High School
- Lincoln Leadership Academy Charter School
- Moravian Academy
- Moravian College
- Moravian Theological Seminary

Municipalities:
- Bethlehem City
- Bethlehem Township
- Fountain Hill Borough
- Freemansburg Borough
- Hanover Township (Northampton County)
- Hellertown Borough

Public Offices:
- Bethlehem Housing Authority
- Bethlehem Parking Authority
- Bethlehem Public Library

Service Organizations:
- American Red Cross of the Greater Lehigh Valley
- Bethlehem YMCA
- Boys and Girls Club of Bethlehem (PA)
- Center for Vision Loss
- Community Action Committee of LV
- Da Vinci Science Center
- Easter Seals Society
- Lehigh Valley Children’s Centers
- Sayre Child Center
- South Bethlehem Historical Society
- Sungard
- VIA of the Lehigh Valley
- YWCA of Bethlehem

Student Groups:
- Bethlehem (PA) Area Vocational-Technical School Continuing Ed Students
- Bethlehem (PA) Area Vocational-Technical School Students
- Bethlehem Catholic High School Students
- Freedom High School Students
- Lehigh Valley Academy Regional Charter School Students
- Lehigh Valley Charter High School for the Arts Students
- Liberty High School Students
- Moravian College Students",https://beth1st.org/join/#who,2023-11-10 15:03:39.265589,
616,limited,"If you live, work, worship, or attend school in Mobile, Baldwin, Washington, Clarke, Monroe or Escambia counties in Alabama, or Escambia, Santa Rosa or Okaloosa counties in Florida, you are eligible for membership at New Horizons Credit Union. You can also join New Horizons Credit Union if you are related to a current member or if you work for a member company.","",2023-11-10 10:12:44.883478,
619,open,"You are eligible if…

You live, work, or worship in Potomac MD, or parts of Washington D.C.

Your employer is one of our Select Employer Groups

You are a member of the Home Ownership Financial Literacy Council from anywhere in the U.S.

You are a member of the American Consumer Council living in Maryland, Virginia, or Washington, D.C.

You are a family member of a Lafayette Federal member.",https://www.lfcu.org/open-an-account/#eligibility,2023-11-10 10:23:12.970878,
624,open,"YOU ARE ELIGIBLE IF:

- You work for or retired from, one of our 100+ Select Employee Groups.
- You are an immediate family member of a current USSFCU Member.
- You are a Member of The U.S. Capitol Historical Society
- You are a Member of The American Consumer Council",https://www.ussfcu.org/about-us/membership/join-ussfcu,2023-11-10 14:35:57.387377,
640,limited,"Maine Media Federal Credit Union is open to all employees of the companies listed. We also invite anyone related to an employee, or anyone related to a current credit union member to join us.

Employee Groups:
- Associated Press of Maine
- Maine Today Media
- Curry Printing & Copy Center
- Garrand Marketing Communications
- MedTech Media
- Port Resources
- Portland Radio Group
- Time Warner Cable of Maine
- Transit ID
- WGME 13",https://www.mainemedia.com/join.html,2023-11-10 14:38:42.70652,
649,limited,"Membership is open to any person or persons living, working, or worshipping in Fayette, Washington, and Westmoreland County and their family members.",https://www.valley1st.org/join-us,2023-11-10 14:43:28.223155,
663,limited,"Who Can Join?
- Employees of the United States Postal Service who work in New Castle County;
- Persons retired by the Federal Government as annuitants from the postal service;
- Employees and Families of Ronnie’s Auto Repair in Newport, Delaware;
- Residents of Tuxedo Park/Westview;
- Members of The Marshallton Civic Association;
- Members of The Civic Association of Belvedere and Vicinity;
- and family members of the above groups, including spouse, children, parents, grandparents, grandchildren, stepchildren, stepparents, siblings, and adopted children.",https://www.priorityplusfcu.org/membership/join-priority-plus-federal-credit-union/,2023-11-10 14:45:49.673075,
2562,limited,Membership in Maui Federal Credit Union is open to individuals who are residents of Maui. Residents are defined as those who have a current valid State of Hawaii identification or Hawaii driver's license containing a physical Maui residential address.,https://www.mauifcu.com/Become-A-Member,2025-12-28 03:25:18.579376,
770,limited,"You may qualify for CRCU membership in the following ways:

Independent School Districts (ISDs) – Any person who work, reside, worship, or attend school, and businesses located within the boundaries of the Goose Creek, Barbers Hill, Crosby, Dayton, Huffman, Humble, Liberty and New Caney Independent School Districts.

Persons who work, reside, worship, or attend school, and businesses located within the boundaries of the area commonly known as Lynchburg, Texas.

Proximity to CRCU Branches – Any person who lives, works, worship, or attends school — and any business – located within a 10-mile radius of our CRCU branch locations in Baytown, Crosby, Atascocita, and Mont Belvieu.

Select Employee Groups

Employees of Exxon Mobil Corporation and United States Steel Corporation; their wholly owned companies, divisions, subsidiaries, associations, dealers, agents and full-time employees of the retail outlets of the above corporations; associations of such employees; employees of such associations; employees of IKG Industries, Channelview; employees and members of the Escapees Inc.; employees of Lee College District; employees of the Credit Union.

Any business or organization whose employees or members are within this field of membership.

Persons receiving retirement, pension, or other benefits as results of prior employment by any business or organization included within this field of membership.

Groups of employees or members of companies or associations which are located within reasonable geographic proximity of one of this credit union’s offices and which have furnished written evidence of the group’s desire to be eligible for membership; provided, however, that (1) any group having more than 300 employees or members or (2) any group already being served as primary members of another credit union shall be admitted only by an amendment of this section which specifically names the group being admitted.

Members of record of Baytown Teachers Credit Union as of the effective date of its merger with Community Resource Credit Union, including:

Employees of public and private schools and governmental entities, including city, county, state and federal employees, who work or reside in Chambers County;

Scholarship fund accounts associated with living or deceased members, organizations or clubs within the field of membership.

Persons who work, reside, worship, or attend school, and businesses located within the boundaries of Liberty or Chambers County, Texas, and members of the immediate family of such persons. Members of the ""immediate family"" shall include parents, spouse, surviving spouse, grandparents, brothers and sisters and children of such persons.",https://www.crcu.org/resources/become-a-member,2023-11-10 15:07:35.506263,
785,open,"Who May Join UFCU?

To become a member of University Federal Credit Union, you must:

- Be employed by a company in our field of membership
- Be enrolled in or employed by a school in our field of membership
- Belong to an association in our field of membership
- Be the immediate family member of a UFCU member

None of these apply to you? You may be able to join through the American Consumer Council and membership is free. American Consumer Council will not share your information with third parties.

The American Consumer Council is a non-profit consumer education organization. Their mission is to educate and guide consumers in their purchase of safe, reliable products and services.",https://www.ufcu.org/about/become-a-member,2023-11-10 15:10:41.460098,
